keyword,locale,catalog,id,reference,name,regularPrice,campaignPrice,pricePerQuantity,quantity,brand,description,productUrl,imageUrl,eanUpcList,date,data
manteiga de amendoim,pt,continente,pt.continente.8167238,8167238,Manteiga de Amendoim Cremosa,"€2,49 /un",,"€4,98 /kg",emb. 500 gr,Continente Equilíbrio,,https://www.continente.pt/produto/manteiga-de-amendoim-cremosa-continente-equilibrio-8167238.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw25460cde/images/col/816/8167238-frente.png?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.8163576,8163576,Manteiga de Amendoim com Pedaços,"€2,49 /un",,"€4,98 /kg",emb. 500 gr,Continente Equilíbrio,,https://www.continente.pt/produto/manteiga-de-amendoim-com-pedacos-continente-equilibrio-8163576.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw69cffb65/images/col/816/8163576-frente.png?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.7105463,7105463,Gelado Peanut Butter Cup,"PVP Recomendado: €6,99/un","€4,49 /un","€9,66 /lt",emb. 465 ml,Ben & Jerry's,,https://www.continente.pt/produto/gelado-peanut-butter-cup-ben-jerrys-7105463.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwaeb8bfaf/images/col/710/7105463-frente.jpg?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.8544723,8544723,Iogurte Líquido de Manteiga de Amendoim 00%,"€1,35 /un",,"€2,11 /kg",emb. 4 x 160 gr,Continente Equilíbrio,,https://www.continente.pt/produto/iogurte-liquido-de-manteiga-de-amendoim-00--continente-equilibrio-8544723.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwef30ce23/images/col/854/8544723-frente.jpg?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.6403609,6403609,Manteiga de Amendoim,"€7,69 /un",,"€7,69 /kg",emb. 1 kg,Prozis,,https://www.continente.pt/produto/manteiga-de-amendoim-prozis-6403609.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw332aa213/images/col/640/6403609-frente.jpg?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.6211747,6211747,Manteiga de Amendoim Crocante,"€4,39 /un",,"€8,78 /kg",emb. 500 gr,Prozis,,https://www.continente.pt/produto/manteiga-de-amendoim-crocante-prozis-6211747.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwd93f1b59/images/col/621/6211747-frente.jpg?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.7399738,7399738,Manteiga de Amendoim Cremosa,"€3,79 /un",,"€10,83 /kg",emb. 350 gr,Calvé,,https://www.continente.pt/produto/manteiga-de-amendoim-cremosa-calve-7399738.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw22f48304/images/col/739/7399738-frente.jpg?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.5684071,5684071,Manteiga de Amendoim Cremosa,"€4,39 /un",,"€8,78 /un",emb. 500 gr,Prozis,,https://www.continente.pt/produto/manteiga-de-amendoim-cremosa-prozis-5684071.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw0deca455/images/col/568/5684071-frente.png?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.6715879,6715879,Manteiga de Amendoim Crocante,"€7,69 /un",,"€7,69 /kg",emb. 1 kg,Prozis,,https://www.continente.pt/produto/manteiga-de-amendoim-crocante-prozis-6715879.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dweb23fc7a/images/col/671/6715879-frente.jpg?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
manteiga de amendoim,pt,continente,pt.continente.7760281,7760281,Manteiga de Amendoim Cremosa,"€4,99 /un",,"€4,99 /kg",emb. 1 kg,Way Up,,https://www.continente.pt/produto/manteiga-de-amendoim-cremosa-way-up-7760281.html,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw8ac4bb03/images/col/776/7760281-frente.png?sw=280&sh=280,,2025-12-04T09:18:00.190625337Z,
